name;address_country;address_city;address_full;contact_phone;contact_fax;contact_website;juridicInfos_nature;juridicInfos_creationYear;juridicInfos_juridicForm;juridicInfos_activity;juridicInfos_capital;juridicInfos_effectif;Logo_link;products_0;products_1;products_2;products_3;dirigeants_0_name;dirigeants_0_funtion;dirigeants_1_name;dirigeants_1_funtion;dirigeants_2_name;dirigeants_2_funtion;dirigeants_3_name;dirigeants_3_funtion;dirigeants_4_name;dirigeants_4_funtion;dirigeants_5_name;dirigeants_5_funtion;dirigeants_6_name;dirigeants_6_funtion;dirigeants_7_name;dirigeants_7_funtion;partner_0_name;partner_0_type;partner_1_name;partner_1_type;partner_2_name;partner_2_type;partner_3_name;partner_3_type;partner_4_name;partner_4_type;partner_5_name;partner_5_type;partner_6_name;partner_6_type;partner_7_name;partner_7_type;partner_8_name;partner_8_type;partner_9_name;partner_9_type;partner_10_name;partner_10_type
Power ID;Maroc;Casablanca;"59; bd Mohamed Zerktouni; résid. les fleurs; 9°ét. n°26";+212 5 22 43 04 03;;; Siège;2015.0;S.a.r.l.;Horlogerie (2652);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tee Plus;Maroc;Casablanca;"71; rue El Araar -ex Gay Lussac";+212 6 62 86 88 20;;; Siège;;;Ennoblissement textile (1330);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Farahate Shoes;Maroc;20000 Casablanca;"hay Anigrit (h. Rmila); rue 23 n°4";+212 6 13 01 56 72;;; Siège;1980.0;S.a.r.l.;Commerce de gros d'habillement et de chaussures (4642);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dounitex Confection;Maroc;20380 Casablanca;"22; rue El Bahaa Sanjari -ex Marguerites; Maârif extension";+212 5 22 99 08 14;;; Siège;1984.0;Société anonyme;Fabrication de vêtements de dessous (1416);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asnfou;Maroc;Casablanca;"155; zone indus. El Wifak 1";+212 5 22 90 44 14;;; Siège;1992.0;S.a.r.l.;Fabrication d'articles chaussants à mailles (1431);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boukssime Color;Maroc;20280 Casablanca;"17; lotiss. Hadioui ; z.i. Sidi Maârouf";+212 5 22 97 55 40;;; Siège;1994.0;Société anonyme;Fabrication d'articles chaussants à mailles (1431);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mani Cuir;Maroc;20480 Casablanca;"hay Moulay Abdallah; rue 107 n°54-56";+212 5 22 21 86 99;;; Siège;1992.0;S.a.r.l.;Fabrication de vêtements en cuir (1411);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pellatex;Maroc;20660 Casablanca;"zone indus. BenM'Sik Sidi Othman; lot 101; 1°ét. hay Mly Rachid";+212 5 22 70 30 64;;; Siège;1988.0;S.a.r.l.;Fabrication d'autres vêtements et accessoires (1419);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Almeco;Maroc;20580 Casablanca;"bd Moulay Slimane; lot 4 Aïn Sebaâ";+212 5 22 34 03 62;;; Siège;1981.0;S.a.r.l.;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nidam & Bellamine;Maroc;20320 Casablanca;"hay Chadia; rue 1 n°54";+212 5 22 62 13 02;;; Siège;1977.0;S.a.r.l.;Fabrication d'autres textiles techniques et industriels (1396);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beaucuir;Maroc;20090 Casablanca;"6; rue du Koweit -ex Caporal Gastous";+212 5 22 31 78 26;;; Siège;1982.0;S.a.r.l.;"Fabrication d'articles de voyage; de maroquinerie et de sellerie (1513)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toubitex;Maroc;20320 Casablanca;"19; rue caporal Driss Chbakou -ex Maginot; hay Makam Ain Borja";+212 5 22 62 14 22;;; Siège;1983.0;S.a.r.l.;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ElMouflihoun Confection;Maroc;20660 Casablanca;"zone indus. BenM'Sik Sidi Othman; lot. 156";+212 5 22 70 00 47;;; Siège;1984.0;S.a.r.l.;Ennoblissement textile (1330);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Burda;Maroc;20500 Casablanca;"21; rue El Khouzama -ex Saint Loubès";+212 5 22 80 69 50;;; Siège;1985.0;S.a.r.l.;Fabrication d'autres vêtements et accessoires (1419);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Protravas Industries;Maroc;Casablanca;"10; bd de la Liberté; 3°ét. appt. n°5";+212 6 64 96 27 05;;; Siège;2018.0;S.a.r.l.;Fabrication de vêtements de travail (1412);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Complexe Marocain de Teinture d'Impression et de Finissage;Maroc;20590 Casablanca;"route 110 (bd Chefchaouni); km 10.600; q.i.";+212 5 22 35 19 74;;; Siège;1974.0;Société anonyme;Ennoblissement textile (1330);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société Talha de Fourniture Industrielle et de Protection;Maroc;20300 Casablanca;"9; bd Ba Hmad; résid. Riad El Hamd";+212 5 22 60 01 43;;; Siège;2004.0;S.a.r.l.;Fabrication de vêtements de travail (1412);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alsace Equipement;Maroc;Casablanca;"8; rue El Balabil -ex Bossuet";+212 6 96 66 66 47;;; Siège;1997.0;S.a.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fancytex;Maroc;20320 Casablanca;"rue Zineb Ishak; cosmos 4; lot 16; La Villette";+212 6 63 64 34 59;;; Siège;2001.0;15;Préparation de fibres textiles et filature (1310);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
First Jean's;Maroc;20100 Casablanca;"15; rue Abou Moussa Jazouli; 1°ét.";+212 5 22 25 26 66;;; Siège;1997.0;S.a.r.l.;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brody vet;Maroc;20200 Casablanca;"lot. Azhari II; rue74 n°58 bis";+212 5 22 89 69 68;;; Siège;1997.0;S.a.r.l.;Fabrication artisanale d'articles textiles (1393);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sté A. des Tissages Chraïbi;Maroc;20250 Casablanca;"22; avenue Khalid Bnou Loualid";+212 5 22 35 06 47;;; Siège;1968.0;Société anonyme;Tissage (1320);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maghreb-Couture I;Maroc;20100 Casablanca;"91; rue Abou Dabi - ex Pierre Teuler; impasse";+212 5 22 98 61 48;;; Siège;2010.0;15;Fabrication industrielle de vêtements de dessus (1414);;;;Tee-shirt;Débardeur;Sous-vêtement;T-shirt - Holloway Blanc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ilsaco;Maroc;20480 Casablanca;"hay Elmassara; rue 2 n°42/44";+212 5 22 87 07 18;;; Siège;1997.0;S.a.r.l.;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Confection Laktib Miloud;Maroc;20460 Casablanca;"lot. Zakaria; rue 8 n°78";+212 5 22 52 73 11;;; Siège;1976.0;Société anonyme;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chaussures la Parisienne;Maroc;20040 Casablanca;"80; rue Dijla -ex Jacquemin";+212 5 22 26 48 25;;; Siège;1969.0;Affaire personnelle;Fabrication manufacturière de chaussures (1521);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Népal;Maroc;Casablanca;"15; route 110 (bd Chefchaouni)";+212 5 22 25 26 66;;; Siège;1993.0;S.a.r.l.;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qualidis;Maroc;20340 Casablanca;"18; bd du 9 Avril -ex Cl. Perrault";+212 5 22 25 46 14;;; Siège;2006.0;S.a.r.l.;Tissage (1320);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quartier du Ruban;Maroc;20320 Casablanca;"18; lot. El Kheir (Les Camps); hay Souarette";+212 5 22 62 09 81;;; Siège;1997.0;S.a.r.l.;Fabrication d'autres textiles techniques et industriels (1396);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tex-Day;Maroc;20090 Casablanca;"132; av Hassan Seghir";+212 5 22 44 58 91;;; Siège;1993.0;S.a.r.l.;"Fabrication d'articles textiles; sauf habillement (1392)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pull Shaim;Maroc;20540 Casablanca;"quartier Arsat Ben M'Sik; rue 10 n°1; Dar Haj Driss; derb Sadni";+212 6 61 31 65 72;;; Siège;1997.0;S.a.r.l.;Préparation de fibres textiles et filature (1310);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Windsor;Maroc;Casablanca;"lotiss. Ennour; grp. A n°8 et 9";+212 5 22 57 63 74;;; Siège;1997.0;15;Fabrication de vêtements en cuir (1411);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Texcom;Maroc;20200 Casablanca;"101; rue des Mimosas";+212 5 22 33 63 40;;; Siège;1999.0;Société anonyme;Ennoblissement textile (1330);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abri Solutions;Maroc;21490 Casablanca;"bd Moulay Idriss 1er ang. rue El Caid Ahmed; Walili A";+212 6 64 90 64 04;;; Siège;2008.0;15;"Fabrication d'articles textiles; sauf habillement (1392)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam Events;Maroc;Casablanca;"17; rue El Hafid Salafi - ex Poitou";+212 6 06 02 20 23;;; Siège;2008.0;S.a.r.l.;"Fabrication d'articles textiles; sauf habillement (1392)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abc Brod;Maroc;20150 Casablanca;"416; bd El Khalil; hay My Abdellah";+212 5 22 21 55 07;;; Siège;1992.0;Société anonyme;Fabrication artisanale d'articles textiles (1393);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linea Luxe;Maroc;32000 Casablanca;"zone indus. Moulay Rachid; rue 3 n°147";+212 5 22 72 91 02;;; Siège;2010.0;15;Autre commerce de détail en magasin en produits divers de l'artisanat (4716);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosman;Maroc;20250 Casablanca;"19; rue de Strasbourg";+212 6 07 50 55 50;;; Siège;2017.0;S.a.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Active Line;Maroc;20660 Casablanca;"zone indus. BenM'Sik Sidi Othman; lot. 138";+212 5 22 71 42 19;;; Siège;2002.0;S.a.r.l.;Fabrication industrielle de vêtements de dessus (1414);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afriquia Sacs;Maroc;20500 Casablanca;"72; allée de Sidi Bernoussi";+212 5 22 35 32 15;;; Siège;2009.0;S.a.r.l.;Fabrication de papier et carton ondulés et d'emballages en papier ou en carton (1721);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lokman Aldabag;Maroc;20100 Casablanca;"5; rue de Dixmude; 1°ét.; appt. 2";+212 6 60 04 12 98;;; Siège;2018.0;S.a.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aremd;Maroc;20450 Casablanca;"zone indus. Moulay Rachid; rue 2 bis n°7";+212 5 22 71 50 32;+212 5 22 70 99 47;; Siège;1987.0;S.a.r.l.;Commerce de gros d'autres machines et équipements (4669);1000000MAD;15.0;;Matériel de station service;Matériel de servicing;Installation station service TOTAL;Installation station hydrocarbures;M. Abdessadeq Houssini;Gérant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sandra Transport et Cie (Groupe Tanazefti);Maroc;20120 Casablanca;"59; avenue Mers Sultan; 2°ét.";+212 6 61 48 73 79;+212 5 22 22 62 77;http://www.sandratransport.com; Siège;2000.0;S.a.r.l.;Transports maritimes et côtiers de fret (5020);4400000MAD;20.0;;Logistique;Transport maritime;Transport aérien;Transport Routier;Mme Karima Fnini;Gérant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Injad Secours;Maroc;Casablanca;"10; rue Ibn El Arif - ex Flandres; résid Al Hamd 6M3 bis; Beausi <br/> te";+212 5 22 66 12 12;;; Siège;2010.0;S.a.r.l.;Ambulances (8692);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Foreign Businéss Research Maroc-Groupe;Maroc;20130 Casablanca;"236; rue Mostapha El Maani; 1°ét.";+212 5 22 47 09 61;;; Siège;1993.0;Société anonyme;Intermédiaires du commerce en produits divers (4619);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trans Maghreb Express;Maroc;20300 Casablanca;"53; rue du Lieutenant Mahroud Mohamed; ang. rue le Catelet; 2°ét <br/> .";+212 5 22 40 15 02;;; Siège;1990.0;S.a.r.l.;Intermédiaires du commerce en produits divers (4619);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Militzer & Münch Maroc;Maroc;20580 Casablanca;"1; rue Ghiriane -ex Capitaine Vuillanier";+212 5 22 67 37 38;;; Siège;1986.0;Société anonyme;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comatrans;Maroc;20300 Casablanca;"27; rue Mohamed Souktani ex Bapaume; 6°ét.";+212 5 22 24 16 94;;; Siège;1993.0;S.a.r.l.;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kimpton Transports Maritimes;Maroc;20110 Casablanca;"rue Mohamed Smiha ang. Pierre Parent; résid. Espace Paquet 2°ét. <br/> appt 210";+212 5 22 44 13 15;;; Siège;1992.0;S.a.r.l.;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agence Générale de Transit et de Transports;Maroc;20000 Casablanca;"61; av des Forces Armées Royales; 3;° 6° ét.";+212 5 22 30 32 89;;; Siège;1951.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adatra;Maroc;20000 Casablanca;"1; pl. de l' Istiqlal - ex Mirabeau; 3° &amp; 4°ét.";+212 5 22 30 17 75;;; Siège;1979.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté d'importation et distribution automobile;Maroc;20090 Casablanca;"84; avenue Lalla Yacout";+212 5 22 46 70 00;;; Siège;1954.0;S.a.r.l.;Construction de véhicules automobiles (2910);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société de Distribution de Pièces détachées;Maroc;20110 Casablanca;"49; rue Karatchi; rdc";+212 5 22 30 73 77;;; Siège;1977.0;Société anonyme;Commerce de motocycles (4541);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Offshore Maroc;Maroc;20060 Casablanca;"10; rue Abderrahman Kawakibi -ex Mandret";+212 5 22 26 66 87;;; Siège;1986.0;Société anonyme;Transports maritimes et côtiers de fret (5020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Globe Marine;Maroc;20000 Casablanca;"34; av Hassan Seghir; 7°ét.";+212 5 22 31 99 62;;; Siège;1988.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté de Représentation et de Développement des Equipements;Maroc;20300 Casablanca;"30; rue Zoubeir Bnou El Aouam";+212 5 22 24 30 89;;; Siège;1986.0;S.a.r.l.;Fabrication d'autres fils et câbles électroniques ou électriques (2732);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J.l. Transit;Maroc;20110 Casablanca;"119; av des Forces Armées Royales; espace Sofia 5°ét.";+212 5 22 30 46 55;;; Siège;1992.0;S.a.r.l.;Intermédiaires du commerce en produits divers (4619);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Universel Transport Transit Service;Maroc;Casablanca;"16; rue de Grenoble; 3° ét. n°3; Roches noires";+212 5 22 24 77 88;;; Siège;2012.0;15;Transports routiers de fret (4941);;;;TRANSPORT MARITIME DE MARCHANDISES;TRANSPORT AÉRIEN DE MARCHANDISES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sonogene;Maroc;Casablanca;"hay Salama III; grp 13; bloc 1 n°6";+212 6 61 79 82 95;;; Siège;2008.0;S.a.r.l.;Location et location-bail de voitures et de véhicules automobiles légers (7711);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sigma Shipping;Maroc;20000 Casablanca;"33; av Hassan Seghir; 3°ét. appt n°3-9-3-10";+212 5 22 54 28 28;;; Siège;1988.0;Société anonyme;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté Marocaine de Transit et Services;Maroc;20290 Casablanca;"bd Moulay Slimane ang. rue Maâmora; Roches Noires";+212 5 22 24 55 24;;; Siège;1977.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté de Réparation et Entretien Station;Maroc;20450 Casablanca;"hay Sidi Moumen; ElKadim; rue 26 n°273 et 277";+212 5 22 70 06 34;;; Siège;1987.0;;Commerce de gros d'autres machines et équipements (4669);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mersal Pesca;Maroc;Casablanca;"1; place Lemaigre Dubreuil; imm. Liberté; 2°ét.";+212 5 22 31 45 53;;; Siège;1990.0;S.a.r.l.;Pêche en mer (0311);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Sté Marocaine d'Affrêtement; de Consignation et de Transit";Maroc;20110 Casablanca;"23; bd Ibn Majid Elbahar -ex Girardot; 6°ét.";+212 5 22 30 83 88;;; Siège;1980.0;Sté en nom collectif;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transit Général Marocain;Maroc;20080 Casablanca;"33; Passage Tazi (7 av. Hassan II); 2°ét. escalier F";+212 5 22 22 36 01;;; Siège;1964.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté Marocaine de Constructions Automobiles;Maroc;20300 Casablanca;"autoroute Casa Rabat; km 12";+212 5 20 48 20 00;;; Siège;1959.0;Société anonyme;Construction de véhicules automobiles (2910);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stock pièces autos;Maroc;20310 Casablanca;"63; bd Emile Zola";+212 5 22 30 19 87;;; Siège;1987.0;S.a.r.l.;Commerce de détail d'équipements automobiles (4532);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europcar Marloc;Maroc;20000 Casablanca;"42; av des Forces Armées Royales; 8°ét.";+212 5 22 31 37 37;;; Siège;1979.0;Société anonyme;Location et location-bail de voitures et de véhicules automobiles légers (7711);;;;"Location Longue Durée ""LLD""";LOCATION DE VÉHICULES UTILITAIRES;LOCATION DE VÉHICULE DE PRESTIGE;LOCATION DE VEHICULES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corail Transports Touristique;Maroc;20250 Casablanca;chemin des Glaïeuls (Bel Air) ang. chemin des Dahlias Aïn Sebaâ;+212 5 22 66 33 64;;; Siège;1976.0;S.a.r.l.;Transports urbains et suburbains de voyageurs (4931);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anm Trans;Maroc;Casablanca;"125; avenue du Deux Mars";+212 5 22 85 41 32;;; Siège;2004.0;15;Transports urbains et suburbains de voyageurs (4931);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entrepôts Africains + La Chèvre Réunis;Maroc;20320 Casablanca;"rue Lécrivain; ang. Oudayas";+212 5 22 62 75 30;;; Siège;1951.0;Société anonyme;Entreposage et stockage non frigorifique (5212);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transit Defazio;Maroc;20000 Casablanca;"1; place du Seize Novembre";+212 5 22 22 02 76;;; Siège;1964.0;S.a.r.l.;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Locomotive Trans Express;Maroc;20290 Casablanca;"126; bd Ambassadeur Ben Aïcha; 5°ét. n°10";+212 5 22 24 19 70;;; Siège;2006.0;15;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kuehne & Nagel;Maroc;20100 Casablanca;"7; bd Sidi Mohamed Ben Abdellah; Tour Crystal 3; rdc B04; Marina <br/> Casablanca";+212 5 20 66 60 00;;; Siège;2012.0;société anonyme simplifiée;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indiana Freight;Maroc;Casablanca;"44; av des Forces Armées Royales; 2°ét. n°1";+212 5 22 30 11 83;;; Siège;2012.0;S.a.r.l.;Entreposage et stockage non frigorifique (5212);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté Nouvelle d'Ascenseurs Soretex-Maroc;Maroc;20340 Casablanca;"34; rue Al Mortada; 2°ét.";+212 5 22 23 07 45;;; Siège;1979.0;S.a.r.l.;Fabrication de matériel de levage et de manutention (2822);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zitrans;Maroc;20590 Casablanca;"route 110 (bd Chefchaouni); km 11;500";+212 5 22 66 43 52;;; Siège;2000.0;S.a.r.l.;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recoing & Jacquety;Maroc;20310 Casablanca;"59; bd Emile Zola; 1°ét.";+212 5 22 30 31 23;;; Siège;1951.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Travite;Maroc;20290 Casablanca;"196; bd Ambassadeur Ben Aïcha; 3°ét.";+212 5 22 40 59 13;;; Siège;2007.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Idea Maroc;Maroc;20110 Casablanca;"97; rue Pierre Parent; 3°ét.";+212 5 22 44 35 69;;; Siège;1976.0;15;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transit International Marocain;Maroc;20110 Casablanca;"40; bd Moukaouama - ex Résistance; 7°ét.";+212 5 22 30 52 38;;; Siège;1975.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W.m Investisment;Maroc;20300 Casablanca;"29; rue Mohamed Souktani ex Bapaume; 9°ét. n°41";+212 5 22 40 20 20;;; Siège;2005.0;S.a.r.l.;Entreposage et stockage non frigorifique (5212);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Renault Commerce Maroc;Maroc;21100 Casablanca;"44; avenue Khalid Bnou Loualid";+212 5 22 34 97 00;;; Siège;1928.0;Société anonyme;Construction de véhicules automobiles (2910);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transglory;Maroc;20290 Casablanca;"469; bd Ambassadeur Ben Aïcha; 3°ét. n°31";+212 5 22 24 30 80;;; Siège;2007.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté Marocaine de Navigation Atlas;Maroc;20300 Casablanca;"7; bd Moukaouama - ex Résistance; 2°ét.";+212 5 22 22 41 90;;; Siège;1976.0;Société anonyme;Transports maritimes et côtiers de fret (5020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auto-Hall;Maroc;20610 Casablanca;"autoroute Casa Rabat; km 12; sortie Al Qods";+212 5 22 76 14 00;;; Siège;1927.0;Société anonyme;Commerce de voitures et de véhicules automobiles légers (4511);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spedimex;Maroc;20580 Casablanca;"1; rue Ghiriane -ex Capitaine Vuillanier";+212 5 22 67 38 38;;; Siège;2000.0;S.a.r.l.;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eurotrans-Maroc;Maroc;20580 Casablanca;"bd Moulay Slimane; parc d'activ. Oukacha I; bât. B; 2°ét. bur. 2 <br/> 2";+212 5 22 67 28 29;;; Siège;1989.0;S.a.r.l.;Autres services auxiliaires des transports (5229);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté de Transport d'Assistance Transit Européen et Marocain;Maroc;20310 Casablanca;"rue de Provins ang. Bapaume; 2°ét.";+212 5 22 30 07 52;;; Siège;1989.0;S.a.r.l.;Transports routiers de fret (4941);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bedel et Cie;Maroc;20100 Casablanca;"257; bd Abdelmoumen";+212 5 22 86 01 43;;; Siège;1949.0;Société anonyme;Services de déménagement (4942);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iberia - Lignes Aériennes d'Espagne;Maroc;20000 Casablanca;"17; av des Forces Armées Royales";+212 5 22 43 95 41;;; Siège;1966.0;Société étrangère(filiale);Transports aériens de passagers (5110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
